Stat_Id,player_id,match_id,goals_scored,minutes_played,fraction_of_total_minutes_played,fraction_of_total_goals_scored
1496,188,917,0,77,0.86,0.0
1497,208,917,1,55,0.61,0.09
1498,48,917,0,59,0.66,0.0
1499,148,917,0,84,0.93,0.0
1500,96,917,1,61,0.68,0.09
1501,116,917,1,55,0.61,0.09
1502,68,917,0,82,0.91,0.0
1503,8,917,1,82,0.91,0.09
1504,16,917,0,73,0.81,0.0
1505,88,917,0,72,0.8,0.0
1506,28,917,0,86,0.96,0.0
1507,128,917,1,45,0.5,0.09
1508,176,917,0,48,0.53,0.0
1509,216,917,0,67,0.74,0.0
1510,76,917,0,75,0.83,0.0
1511,56,917,0,60,0.67,0.0
1512,196,917,3,84,0.93,0.27
1513,36,917,1,49,0.54,0.09
1514,168,917,0,90,1.0,0.0
1515,136,917,0,90,1.0,0.0
1516,156,917,2,66,0.73,0.18
1517,108,917,0,45,0.5,0.0
1518,104,511,0,60,0.67,0.0
1519,184,511,1,50,0.56,0.06
1520,110,511,0,69,0.77,0.0
1521,190,511,1,80,0.89,0.06
1522,44,511,1,55,0.61,0.06
1523,10,511,0,67,0.74,0.0
1524,210,511,2,81,0.9,0.12
1525,170,511,0,88,0.98,0.0
1526,130,511,0,46,0.51,0.0
1527,90,511,3,47,0.52,0.18
1528,150,511,0,73,0.81,0.0
1529,164,511,0,55,0.61,0.0
1530,70,511,3,50,0.56,0.18
1531,84,511,0,52,0.58,0.0
1532,24,511,3,48,0.53,0.18
1533,4,511,1,52,0.58,0.06
1534,144,511,0,67,0.74,0.0
1535,124,511,0,63,0.7,0.0
1536,30,511,0,87,0.97,0.0
1537,204,511,0,55,0.61,0.0
1538,50,511,1,88,0.98,0.06
1539,64,511,1,59,0.66,0.06
1540,141,29,2,76,0.84,0.22
1541,101,29,0,57,0.63,0.0
1542,61,29,0,56,0.62,0.0
1543,28,29,0,57,0.63,0.0
1544,81,29,1,86,0.96,0.11
1545,161,29,0,75,0.83,0.0
1546,181,29,0,89,0.99,0.0
1547,208,29,0,81,0.9,0.0
1548,128,29,0,62,0.69,0.0
1549,8,29,2,64,0.71,0.22
1550,168,29,0,90,1.0,0.0
1551,1,29,0,79,0.88,0.0
1552,48,29,0,47,0.52,0.0
1553,88,29,0,78,0.87,0.0
1554,41,29,1,74,0.82,0.11
1555,68,29,1,67,0.74,0.11
1556,108,29,0,70,0.78,0.0
1557,148,29,0,79,0.88,0.0
1558,21,29,0,63,0.7,0.0
1559,121,29,0,45,0.5,0.0
1560,188,29,1,60,0.67,0.11
1561,201,29,1,64,0.71,0.11
1562,154,915,1,82,0.91,0.08
1563,134,915,1,45,0.5,0.08
1564,188,915,0,81,0.9,0.0
1565,174,915,0,76,0.84,0.0
1566,114,915,0,54,0.6,0.0
1567,128,915,2,49,0.54,0.15
1568,208,915,0,90,1.0,0.0
1569,68,915,1,84,0.93,0.08
1570,148,915,0,88,0.98,0.0
1571,94,915,1,76,0.84,0.08
1572,14,915,0,60,0.67,0.0
1573,54,915,0,59,0.66,0.0
1574,214,915,2,75,0.83,0.15
1575,34,915,0,90,1.0,0.0
1576,108,915,0,80,0.89,0.0
1577,28,915,1,54,0.6,0.08
1578,194,915,0,61,0.68,0.0
1579,88,915,0,55,0.61,0.0
1580,74,915,1,56,0.62,0.08
1581,48,915,0,58,0.64,0.0
1582,168,915,2,81,0.9,0.15
1583,8,915,1,80,0.89,0.08
1584,120,116,1,83,0.92,0.07
1585,80,116,0,79,0.88,0.0
1586,180,116,0,86,0.96,0.0
1587,175,116,0,78,0.87,0.0
1588,115,116,1,68,0.76,0.07
1589,195,116,1,49,0.54,0.07
1590,55,116,0,52,0.58,0.0
1591,160,116,0,54,0.6,0.0
1592,95,116,0,76,0.84,0.0
1593,35,116,0,57,0.63,0.0
1594,60,116,1,75,0.83,0.07
1595,135,116,1,51,0.57,0.07
1596,15,116,2,66,0.73,0.14
1597,100,116,0,48,0.53,0.0
1598,140,116,0,78,0.87,0.0
1599,75,116,2,49,0.54,0.14
1600,40,116,1,73,0.81,0.07
1601,215,116,0,51,0.57,0.0
1602,200,116,1,85,0.94,0.07
1603,155,116,0,83,0.92,0.0
1604,20,116,2,58,0.64,0.14
1605,0,116,1,53,0.59,0.07
1606,111,1220,0,63,0.7,0.0
1607,191,1220,0,64,0.71,0.0
1608,171,1220,0,57,0.63,0.0
1609,179,1220,1,79,0.88,0.09
1610,51,1220,0,78,0.87,0.0
1611,151,1220,0,66,0.73,0.0
1612,131,1220,1,86,0.96,0.09
1613,159,1220,1,50,0.56,0.09
1614,79,1220,0,85,0.94,0.0
1615,31,1220,0,81,0.9,0.0
1616,71,1220,0,87,0.97,0.0
1617,91,1220,2,73,0.81,0.18
1618,219,1220,2,61,0.68,0.18
1619,99,1220,2,66,0.73,0.18
1620,59,1220,0,62,0.69,0.0
1621,211,1220,0,77,0.86,0.0
1622,39,1220,0,80,0.89,0.0
1623,19,1220,0,75,0.83,0.0
1624,199,1220,0,58,0.64,0.0
1625,119,1220,1,86,0.96,0.09
1626,11,1220,0,64,0.71,0.0
1627,139,1220,1,49,0.54,0.09
1628,77,218,1,73,0.81,0.07
1629,97,218,1,57,0.63,0.07
1630,1,218,0,74,0.82,0.0
1631,81,218,1,59,0.66,0.07
1632,37,218,0,48,0.53,0.0
1633,137,218,0,51,0.57,0.0
1634,41,218,0,83,0.92,0.0
1635,57,218,0,87,0.97,0.0
1636,217,218,2,62,0.69,0.14
1637,117,218,3,63,0.7,0.21
1638,21,218,0,62,0.69,0.0
1639,61,218,1,49,0.54,0.07
1640,197,218,0,73,0.81,0.0
1641,161,218,0,72,0.8,0.0
1642,17,218,0,83,0.92,0.0
1643,181,218,1,73,0.81,0.07
1644,121,218,0,48,0.53,0.0
1645,141,218,0,77,0.86,0.0
1646,177,218,0,64,0.71,0.0
1647,157,218,0,67,0.74,0.0
1648,101,218,1,55,0.61,0.07
1649,201,218,3,84,0.93,0.21
1650,62,318,1,81,0.9,0.06
1651,182,318,0,80,0.89,0.0
1652,142,318,0,66,0.73,0.0
1653,202,318,2,45,0.5,0.11
1654,42,318,1,54,0.6,0.06
1655,162,318,1,83,0.92,0.06
1656,97,318,0,63,0.7,0.0
1657,57,318,1,72,0.8,0.06
1658,77,318,3,79,0.88,0.17
1659,2,318,1,56,0.62,0.06
1660,17,318,1,49,0.54,0.06
1661,157,318,1,77,0.86,0.06
1662,22,318,0,73,0.81,0.0
1663,217,318,0,85,0.94,0.0
1664,177,318,0,45,0.5,0.0
1665,122,318,0,84,0.93,0.0
1666,117,318,0,63,0.7,0.0
1667,197,318,1,88,0.98,0.06
1668,137,318,1,81,0.9,0.06
1669,102,318,2,68,0.76,0.11
1670,37,318,0,62,0.69,0.0
1671,82,318,2,66,0.73,0.11
1672,113,1214,0,52,0.58,0.0
1673,153,1214,0,60,0.67,0.0
1674,211,1214,1,51,0.57,0.07
1675,193,1214,1,83,0.92,0.07
1676,93,1214,2,72,0.8,0.14
1677,31,1214,0,64,0.71,0.0
1678,133,1214,0,80,0.89,0.0
1679,111,1214,1,64,0.71,0.07
1680,213,1214,0,69,0.77,0.0
1681,171,1214,0,84,0.93,0.0
1682,131,1214,0,89,0.99,0.0
1683,151,1214,0,71,0.79,0.0
1684,73,1214,0,86,0.96,0.0
1685,71,1214,2,52,0.58,0.14
1686,53,1214,0,71,0.79,0.0
1687,91,1214,3,59,0.66,0.21
1688,173,1214,0,89,0.99,0.0
1689,191,1214,0,77,0.86,0.0
1690,11,1214,1,74,0.82,0.07
1691,13,1214,0,46,0.51,0.0
1692,33,1214,3,66,0.73,0.21
1693,51,1214,0,52,0.58,0.0
1694,47,38,0,52,0.58,0.0
1695,82,38,0,77,0.86,0.0
1696,62,38,0,79,0.88,0.0
1697,27,38,0,77,0.86,0.0
1698,202,38,0,86,0.96,0.0
1699,122,38,2,59,0.66,0.15
1700,87,38,0,83,0.92,0.0
1701,167,38,0,75,0.83,0.0
1702,2,38,0,57,0.63,0.0
1703,22,38,3,83,0.92,0.23
1704,147,38,0,48,0.53,0.0
1705,42,38,0,77,0.86,0.0
1706,187,38,0,79,0.88,0.0
1707,182,38,0,80,0.89,0.0
1708,162,38,0,71,0.79,0.0
1709,207,38,0,68,0.76,0.0
1710,102,38,3,47,0.52,0.23
1711,107,38,3,48,0.53,0.23
1712,7,38,1,46,0.51,0.08
1713,67,38,0,79,0.88,0.0
1714,127,38,0,84,0.93,0.0
1715,142,38,1,55,0.61,0.08
1716,118,919,3,50,0.56,0.2
1717,18,919,1,84,0.93,0.07
1718,58,919,2,57,0.63,0.13
1719,48,919,0,57,0.63,0.0
1720,198,919,0,83,0.92,0.0
1721,8,919,0,82,0.91,0.0
1722,108,919,1,80,0.89,0.07
1723,158,919,3,54,0.6,0.2
1724,88,919,0,70,0.78,0.0
1725,208,919,0,79,0.88,0.0
1726,178,919,0,82,0.91,0.0
1727,28,919,0,81,0.9,0.0
1728,148,919,0,71,0.79,0.0
1729,188,919,0,87,0.97,0.0
1730,168,919,0,60,0.67,0.0
1731,98,919,1,64,0.71,0.07
1732,128,919,0,48,0.53,0.0
1733,38,919,0,69,0.77,0.0
1734,78,919,0,88,0.98,0.0
1735,138,919,2,72,0.8,0.13
1736,68,919,2,81,0.9,0.13
1737,218,919,0,85,0.94,0.0
1738,113,514,0,68,0.76,0.0
1739,144,514,0,70,0.78,0.0
1740,44,514,0,45,0.5,0.0
1741,173,514,0,69,0.77,0.0
1742,104,514,0,78,0.87,0.0
1743,33,514,1,70,0.78,0.07
1744,93,514,0,57,0.63,0.0
1745,133,514,0,84,0.93,0.0
1746,184,514,0,64,0.71,0.0
1747,24,514,1,47,0.52,0.07
1748,204,514,1,84,0.93,0.07
1749,213,514,0,63,0.7,0.0
1750,124,514,3,48,0.53,0.21
1751,53,514,0,67,0.74,0.0
1752,73,514,0,45,0.5,0.0
1753,13,514,2,64,0.71,0.14
1754,64,514,2,48,0.53,0.14
1755,193,514,1,82,0.91,0.07
1756,153,514,1,45,0.5,0.07
1757,4,514,0,56,0.62,0.0
1758,84,514,1,71,0.79,0.07
1759,164,514,1,50,0.56,0.07
1760,217,918,0,59,0.66,0.0
1761,148,918,0,83,0.92,0.0
1762,57,918,2,51,0.57,0.12
1763,37,918,0,87,0.97,0.0
1764,8,918,0,88,0.98,0.0
1765,17,918,1,64,0.71,0.06
1766,208,918,3,61,0.68,0.18
1767,137,918,1,69,0.77,0.06
1768,28,918,1,47,0.52,0.06
1769,48,918,0,56,0.62,0.0
1770,188,918,0,84,0.93,0.0
1771,177,918,1,77,0.86,0.06
1772,97,918,0,89,0.99,0.0
1773,197,918,3,48,0.53,0.18
1774,157,918,3,72,0.8,0.18
1775,88,918,0,55,0.61,0.0
1776,168,918,1,57,0.63,0.06
1777,117,918,0,58,0.64,0.0
1778,68,918,0,89,0.99,0.0
1779,77,918,0,83,0.92,0.0
1780,128,918,0,52,0.58,0.0
1781,108,918,1,61,0.68,0.06
1782,134,515,0,69,0.77,0.0
1783,214,515,0,72,0.8,0.0
1784,74,515,0,66,0.73,0.0
1785,34,515,0,73,0.81,0.0
1786,14,515,1,82,0.91,0.17
1787,54,515,1,47,0.52,0.17
1788,64,515,0,64,0.71,0.0
1789,184,515,0,56,0.62,0.0
1790,94,515,0,68,0.76,0.0
1791,154,515,0,71,0.79,0.0
1792,164,515,0,76,0.84,0.0
1793,114,515,1,73,0.81,0.17
1794,44,515,1,73,0.81,0.17
1795,174,515,0,66,0.73,0.0
1796,124,515,0,57,0.63,0.0
1797,4,515,0,60,0.67,0.0
1798,144,515,0,84,0.93,0.0
1799,24,515,1,78,0.87,0.17
1800,194,515,0,81,0.9,0.0
1801,84,515,0,45,0.5,0.0
1802,104,515,0,58,0.64,0.0
1803,204,515,1,82,0.91,0.17
1804,102,37,1,51,0.57,0.12
1805,202,37,0,84,0.93,0.0
1806,82,37,0,54,0.6,0.0
1807,146,37,1,75,0.83,0.12
1808,46,37,1,61,0.68,0.12
1809,22,37,0,61,0.68,0.0
1810,26,37,1,79,0.88,0.12
1811,186,37,1,62,0.69,0.12
1812,166,37,0,71,0.79,0.0
1813,66,37,1,83,0.92,0.12
1814,62,37,1,47,0.52,0.12
1815,2,37,1,60,0.67,0.12
1816,6,37,0,68,0.76,0.0
1817,142,37,0,45,0.5,0.0
1818,86,37,0,63,0.7,0.0
1819,42,37,0,79,0.88,0.0
1820,106,37,0,89,0.99,0.0
1821,122,37,0,72,0.8,0.0
1822,182,37,0,51,0.57,0.0
1823,206,37,0,75,0.83,0.0
1824,162,37,0,82,0.91,0.0
1825,126,37,0,78,0.87,0.0
1826,10,1116,0,75,0.83,0.0
1827,195,1116,0,81,0.9,0.0
1828,210,1116,0,47,0.52,0.0
1829,55,1116,0,55,0.61,0.0
1830,155,1116,0,79,0.88,0.0
1831,95,1116,2,46,0.51,0.17
1832,30,1116,0,87,0.97,0.0
1833,190,1116,0,78,0.87,0.0
1834,75,1116,0,60,0.67,0.0
1835,70,1116,3,88,0.98,0.25
1836,150,1116,1,80,0.89,0.08
1837,115,1116,1,73,0.81,0.08
1838,130,1116,0,74,0.82,0.0
1839,15,1116,1,82,0.91,0.08
1840,90,1116,0,46,0.51,0.0
1841,215,1116,2,70,0.78,0.17
1842,50,1116,0,70,0.78,0.0
1843,170,1116,1,67,0.74,0.08
1844,110,1116,1,73,0.81,0.08
1845,175,1116,0,54,0.6,0.0
1846,135,1116,0,55,0.61,0.0
1847,35,1116,0,77,0.86,0.0
1848,210,311,0,86,0.96,0.0
1849,162,311,0,81,0.9,0.0
1850,202,311,0,69,0.77,0.0
1851,150,311,0,48,0.53,0.0
1852,142,311,2,62,0.69,0.2
1853,50,311,1,70,0.78,0.1
1854,90,311,0,47,0.52,0.0
1855,110,311,0,84,0.93,0.0
1856,170,311,1,55,0.61,0.1
1857,30,311,0,69,0.77,0.0
1858,70,311,1,50,0.56,0.1
1859,10,311,0,68,0.76,0.0
1860,82,311,2,59,0.66,0.2
1861,122,311,0,61,0.68,0.0
1862,22,311,0,55,0.61,0.0
1863,102,311,0,82,0.91,0.0
1864,2,311,0,50,0.56,0.0
1865,190,311,0,77,0.86,0.0
1866,62,311,0,61,0.68,0.0
1867,182,311,1,85,0.94,0.1
1868,130,311,1,63,0.7,0.1
1869,42,311,1,53,0.59,0.1
1870,70,1112,0,71,0.79,0.0
1871,131,1112,2,48,0.53,0.2
1872,10,1112,1,61,0.68,0.1
1873,90,1112,1,88,0.98,0.1
1874,11,1112,0,79,0.88,0.0
1875,210,1112,0,52,0.58,0.0
1876,51,1112,0,68,0.76,0.0
1877,191,1112,0,74,0.82,0.0
1878,170,1112,0,56,0.62,0.0
1879,211,1112,1,72,0.8,0.1
1880,150,1112,0,80,0.89,0.0
1881,30,1112,1,61,0.68,0.1
1882,91,1112,0,80,0.89,0.0
1883,171,1112,0,85,0.94,0.0
1884,31,1112,1,66,0.73,0.1
1885,71,1112,0,78,0.87,0.0
1886,130,1112,0,68,0.76,0.0
1887,110,1112,1,63,0.7,0.1
1888,151,1112,1,82,0.91,0.1
1889,190,1112,1,83,0.92,0.1
1890,111,1112,0,54,0.6,0.0
1891,50,1112,0,62,0.69,0.0
1892,140,18,0,55,0.61,0.0
1893,120,18,0,79,0.88,0.0
1894,27,18,0,54,0.6,0.0
1895,200,18,0,82,0.91,0.0
1896,167,18,2,88,0.98,0.2
1897,180,18,0,75,0.83,0.0
1898,207,18,1,83,0.92,0.1
1899,47,18,1,81,0.9,0.1
1900,67,18,1,69,0.77,0.1
1901,20,18,0,74,0.82,0.0
1902,100,18,0,54,0.6,0.0
1903,80,18,0,90,1.0,0.0
1904,187,18,0,53,0.59,0.0
1905,107,18,0,80,0.89,0.0
1906,60,18,1,62,0.69,0.1
1907,147,18,1,78,0.87,0.1
1908,160,18,0,69,0.77,0.0
1909,87,18,0,73,0.81,0.0
1910,0,18,1,88,0.98,0.1
1911,127,18,0,79,0.88,0.0
1912,7,18,2,75,0.83,0.2
1913,40,18,0,87,0.97,0.0
1914,162,315,0,56,0.62,0.0
1915,114,315,0,72,0.8,0.0
1916,174,315,0,64,0.71,0.0
1917,134,315,0,48,0.53,0.0
1918,74,315,0,65,0.72,0.0
1919,154,315,0,54,0.6,0.0
1920,194,315,0,56,0.62,0.0
1921,94,315,1,55,0.61,0.11
1922,202,315,1,78,0.87,0.11
1923,182,315,0,51,0.57,0.0
1924,54,315,0,52,0.58,0.0
1925,2,315,0,86,0.96,0.0
1926,82,315,1,53,0.59,0.11
1927,14,315,3,58,0.64,0.33
1928,122,315,0,80,0.89,0.0
1929,62,315,0,66,0.73,0.0
1930,42,315,1,64,0.71,0.11
1931,142,315,0,54,0.6,0.0
1932,102,315,0,88,0.98,0.0
1933,34,315,1,76,0.84,0.11
1934,214,315,1,52,0.58,0.11
1935,22,315,0,61,0.68,0.0
1936,144,35,3,64,0.71,0.3
1937,44,35,0,77,0.86,0.0
1938,2,35,0,68,0.76,0.0
1939,184,35,0,63,0.7,0.0
1940,202,35,0,79,0.88,0.0
1941,64,35,1,84,0.93,0.1
1942,164,35,1,83,0.92,0.1
1943,182,35,0,69,0.77,0.0
1944,82,35,0,45,0.5,0.0
1945,102,35,1,48,0.53,0.1
1946,24,35,2,81,0.9,0.2
1947,122,35,0,58,0.64,0.0
1948,124,35,0,48,0.53,0.0
1949,142,35,0,79,0.88,0.0
1950,62,35,0,89,0.99,0.0
1951,42,35,0,66,0.73,0.0
1952,104,35,0,68,0.76,0.0
1953,4,35,1,49,0.54,0.1
1954,22,35,0,50,0.56,0.0
1955,204,35,0,54,0.6,0.0
1956,162,35,1,51,0.57,0.1
1957,84,35,0,63,0.7,0.0
1958,210,1119,0,51,0.57,0.0
1959,170,1119,1,75,0.83,0.17
1960,30,1119,0,53,0.59,0.0
1961,178,1119,0,58,0.64,0.0
1962,38,1119,0,64,0.71,0.0
1963,150,1119,0,45,0.5,0.0
1964,18,1119,1,85,0.94,0.17
1965,10,1119,0,51,0.57,0.0
1966,70,1119,0,61,0.68,0.0
1967,218,1119,0,45,0.5,0.0
1968,118,1119,1,73,0.81,0.17
1969,78,1119,0,48,0.53,0.0
1970,190,1119,0,65,0.72,0.0
1971,58,1119,0,84,0.93,0.0
1972,158,1119,1,65,0.72,0.17
1973,110,1119,0,50,0.56,0.0
1974,50,1119,0,81,0.9,0.0
1975,98,1119,0,87,0.97,0.0
1976,90,1119,1,54,0.6,0.17
1977,198,1119,0,83,0.92,0.0
1978,130,1119,1,75,0.83,0.17
1979,138,1119,0,61,0.68,0.0
1980,16,1317,0,77,0.86,0.0
1981,12,1317,2,45,0.5,0.17
1982,32,1317,0,81,0.9,0.0
1983,52,1317,1,81,0.9,0.08
1984,116,1317,0,90,1.0,0.0
1985,72,1317,0,53,0.59,0.0
1986,192,1317,0,71,0.79,0.0
1987,176,1317,0,56,0.62,0.0
1988,96,1317,0,81,0.9,0.0
1989,196,1317,0,65,0.72,0.0
1990,132,1317,0,83,0.92,0.0
1991,212,1317,1,64,0.71,0.08
1992,56,1317,1,69,0.77,0.08
1993,92,1317,0,55,0.61,0.0
1994,156,1317,1,70,0.78,0.08
1995,136,1317,0,66,0.73,0.0
1996,172,1317,1,52,0.58,0.08
1997,112,1317,2,65,0.72,0.17
1998,36,1317,0,87,0.97,0.0
1999,76,1317,0,46,0.51,0.0
2000,216,1317,2,65,0.72,0.17
2001,152,1317,1,87,0.97,0.08
2002,98,719,0,85,0.94,0.0
2003,166,719,0,87,0.97,0.0
2004,86,719,1,51,0.57,0.06
2005,218,719,0,45,0.5,0.0
2006,126,719,1,79,0.88,0.06
2007,118,719,0,46,0.51,0.0
2008,138,719,1,81,0.9,0.06
2009,186,719,0,74,0.82,0.0
2010,58,719,0,71,0.79,0.0
2011,6,719,0,46,0.51,0.0
2012,206,719,0,59,0.66,0.0
2013,106,719,1,79,0.88,0.06
2014,18,719,0,53,0.59,0.0
2015,38,719,3,65,0.72,0.18
2016,158,719,1,77,0.86,0.06
2017,26,719,0,77,0.86,0.0
2018,66,719,2,80,0.89,0.12
2019,146,719,1,51,0.57,0.06
2020,198,719,3,49,0.54,0.18
2021,78,719,1,83,0.92,0.06
2022,178,719,2,86,0.96,0.12
2023,46,719,0,87,0.97,0.0
2024,78,219,2,81,0.9,0.14
2025,178,219,1,80,0.89,0.07
2026,58,219,1,88,0.98,0.07
2027,158,219,0,48,0.53,0.0
2028,181,219,1,80,0.89,0.07
2029,118,219,0,60,0.67,0.0
2030,1,219,1,57,0.63,0.07
2031,41,219,0,52,0.58,0.0
2032,218,219,2,62,0.69,0.14
2033,81,219,0,54,0.6,0.0
2034,161,219,2,85,0.94,0.14
2035,121,219,1,88,0.98,0.07
2036,21,219,0,53,0.59,0.0
2037,101,219,0,84,0.93,0.0
2038,138,219,0,62,0.69,0.0
2039,201,219,2,82,0.91,0.14
2040,61,219,1,74,0.82,0.07
2041,141,219,0,84,0.93,0.0
2042,198,219,0,46,0.51,0.0
2043,98,219,0,87,0.97,0.0
2044,18,219,0,77,0.86,0.0
2045,38,219,0,73,0.81,0.0
2046,217,1819,0,81,0.9,0.0
2047,38,1819,1,61,0.68,0.11
2048,77,1819,0,67,0.74,0.0
2049,18,1819,0,87,0.97,0.0
2050,158,1819,1,51,0.57,0.11
2051,37,1819,1,68,0.76,0.11
2052,118,1819,0,54,0.6,0.0
2053,177,1819,0,53,0.59,0.0
2054,78,1819,1,54,0.6,0.11
2055,17,1819,0,53,0.59,0.0
2056,98,1819,1,59,0.66,0.11
2057,197,1819,2,48,0.53,0.22
2058,57,1819,0,83,0.92,0.0
2059,58,1819,0,58,0.64,0.0
2060,178,1819,1,86,0.96,0.11
2061,138,1819,0,74,0.82,0.0
2062,157,1819,1,62,0.69,0.11
2063,198,1819,0,83,0.92,0.0
2064,218,1819,0,90,1.0,0.0
2065,97,1819,0,61,0.68,0.0
2066,137,1819,0,70,0.78,0.0
2067,117,1819,0,82,0.91,0.0
2068,63,416,0,76,0.84,0.0
2069,23,416,0,75,0.83,0.0
2070,3,416,1,48,0.53,0.08
2071,115,416,1,74,0.82,0.08
2072,75,416,0,58,0.64,0.0
2073,215,416,0,82,0.91,0.0
2074,15,416,1,52,0.58,0.08
2075,123,416,0,60,0.67,0.0
2076,143,416,0,61,0.68,0.0
2077,195,416,0,66,0.73,0.0
2078,135,416,0,64,0.71,0.0
2079,43,416,0,87,0.97,0.0
2080,203,416,2,56,0.62,0.17
2081,175,416,1,79,0.88,0.08
2082,83,416,1,87,0.97,0.08
2083,103,416,0,82,0.91,0.0
2084,95,416,0,47,0.52,0.0
2085,163,416,0,54,0.6,0.0
2086,155,416,2,88,0.98,0.17
2087,35,416,2,65,0.72,0.17
2088,55,416,1,59,0.66,0.08
2089,183,416,0,76,0.84,0.0
2090,211,1217,3,48,0.53,0.2
2091,216,1217,0,55,0.61,0.0
2092,131,1217,0,60,0.67,0.0
2093,176,1217,0,74,0.82,0.0
2094,71,1217,0,71,0.79,0.0
2095,11,1217,0,90,1.0,0.0
2096,111,1217,0,59,0.66,0.0
2097,51,1217,0,90,1.0,0.0
2098,36,1217,3,56,0.62,0.2
2099,96,1217,0,54,0.6,0.0
2100,171,1217,3,76,0.84,0.2
2101,136,1217,0,56,0.62,0.0
2102,16,1217,0,75,0.83,0.0
2103,191,1217,1,90,1.0,0.07
2104,196,1217,0,47,0.52,0.0
2105,91,1217,1,69,0.77,0.07
2106,56,1217,0,60,0.67,0.0
2107,156,1217,1,85,0.94,0.07
2108,151,1217,1,67,0.74,0.07
2109,116,1217,0,50,0.56,0.0
2110,76,1217,0,67,0.74,0.0
2111,31,1217,2,75,0.83,0.13
2112,146,717,0,71,0.79,0.0
2113,36,717,1,83,0.92,0.08
2114,126,717,0,52,0.58,0.0
2115,186,717,1,54,0.6,0.08
2116,196,717,0,79,0.88,0.0
2117,156,717,1,59,0.66,0.08
2118,116,717,1,64,0.71,0.08
2119,176,717,1,80,0.89,0.08
2120,206,717,0,74,0.82,0.0
2121,56,717,1,85,0.94,0.08
2122,46,717,1,86,0.96,0.08
2123,16,717,0,82,0.91,0.0
2124,166,717,0,76,0.84,0.0
2125,96,717,0,65,0.72,0.0
2126,216,717,0,83,0.92,0.0
2127,6,717,3,86,0.96,0.25
2128,136,717,0,49,0.54,0.0
2129,106,717,1,87,0.97,0.08
2130,86,717,0,60,0.67,0.0
2131,26,717,0,81,0.9,0.0
2132,76,717,0,61,0.68,0.0
2133,66,717,1,79,0.88,0.08
2134,187,819,0,50,0.56,0.0
2135,198,819,1,51,0.57,0.14
2136,18,819,1,84,0.93,0.14
2137,178,819,0,53,0.59,0.0
2138,7,819,0,65,0.72,0.0
2139,158,819,0,71,0.79,0.0
2140,118,819,0,46,0.51,0.0
2141,67,819,0,50,0.56,0.0
2142,218,819,0,58,0.64,0.0
2143,207,819,0,58,0.64,0.0
2144,58,819,0,46,0.51,0.0
2145,127,819,0,82,0.91,0.0
2146,167,819,1,82,0.91,0.14
2147,138,819,0,46,0.51,0.0
2148,78,819,1,72,0.8,0.14
2149,27,819,2,51,0.57,0.29
2150,38,819,0,76,0.84,0.0
2151,147,819,0,58,0.64,0.0
2152,107,819,0,46,0.51,0.0
2153,87,819,0,81,0.9,0.0
2154,98,819,1,47,0.52,0.14
2155,47,819,0,50,0.56,0.0
2156,174,815,1,73,0.81,0.09
2157,194,815,0,58,0.64,0.0
2158,67,815,1,79,0.88,0.09
2159,207,815,0,74,0.82,0.0
2160,167,815,0,69,0.77,0.0
2161,214,815,0,63,0.7,0.0
2162,154,815,0,45,0.5,0.0
2163,187,815,1,81,0.9,0.09
2164,27,815,0,52,0.58,0.0
2165,34,815,0,83,0.92,0.0
2166,47,815,0,69,0.77,0.0
2167,87,815,0,66,0.73,0.0
2168,147,815,1,75,0.83,0.09
2169,7,815,2,69,0.77,0.18
2170,134,815,0,68,0.76,0.0
2171,54,815,2,72,0.8,0.18
2172,107,815,0,55,0.61,0.0
2173,74,815,0,46,0.51,0.0
2174,114,815,2,72,0.8,0.18
2175,127,815,0,77,0.86,0.0
2176,94,815,1,50,0.56,0.09
2177,14,815,0,69,0.77,0.0
2178,47,78,2,74,0.82,0.25
2179,166,78,0,58,0.64,0.0
2180,107,78,0,89,0.99,0.0
2181,66,78,0,52,0.58,0.0
2182,6,78,1,71,0.79,0.12
2183,126,78,1,55,0.61,0.12
2184,106,78,0,84,0.93,0.0
2185,186,78,0,52,0.58,0.0
2186,27,78,2,62,0.69,0.25
2187,26,78,0,59,0.66,0.0
2188,147,78,0,65,0.72,0.0
2189,187,78,0,84,0.93,0.0
2190,7,78,0,57,0.63,0.0
2191,206,78,0,81,0.9,0.0
2192,127,78,0,73,0.81,0.0
2193,67,78,0,76,0.84,0.0
2194,86,78,0,51,0.57,0.0
2195,146,78,1,59,0.66,0.12
2196,207,78,1,90,1.0,0.12
2197,46,78,0,45,0.5,0.0
2198,87,78,0,76,0.84,0.0
2199,167,78,0,56,0.62,0.0
2200,205,612,1,82,0.91,0.06
2201,71,612,0,71,0.79,0.0
2202,85,612,0,83,0.92,0.0
2203,211,612,2,89,0.99,0.12
2204,191,612,2,78,0.87,0.12
2205,171,612,0,49,0.54,0.0
2206,165,612,1,57,0.63,0.06
2207,131,612,0,75,0.83,0.0
2208,91,612,0,89,0.99,0.0
2209,51,612,0,76,0.84,0.0
2210,145,612,3,47,0.52,0.18
2211,125,612,1,86,0.96,0.06
2212,105,612,2,80,0.89,0.12
2213,185,612,0,62,0.69,0.0
2214,65,612,0,82,0.91,0.0
2215,11,612,0,79,0.88,0.0
2216,151,612,0,84,0.93,0.0
2217,31,612,0,69,0.77,0.0
2218,5,612,3,69,0.77,0.18
2219,111,612,1,56,0.62,0.06
